user_id,message
89GE,Hdhdhhhdhhhhdhdjrjjdrjjrjjjsjejhrhrjjejejdjrjkwkdjfjrjkwejrjneksdjfjekrjrrj
93UX,Aaaaaaaaaaaaaaaaaaaaaaaaahdhdjdjdjfhfhdhdhffjjdjjjrhrrhrjejrjrhrjrjrjjrjrrjjrjrjjrjjrkr
33BP,Ansnsnsndbnandncbnjchccnnfkknchtjdikaksjdjdksjdhfjidkrjjrjdjfjfjfjfjfjfjfijrrhdhhfrj
86RK,It is too costly and does not meet the purpose............................................................
99AA,Great program but had to cancel because shes going back to school and has more homework now 
47MZ,Nohhhhhhhhhhhhhhhhhuuuuuuuuuuuuuuuuuuhhfffgggggggghghgggfffgygggggggggggggggffyfyfhfhfyfyfygyghghfhffu
60UC, The subscription has become too expensive for us at this time.
48UY,Wrong app for my sons level. nnnnnnnnnnnnnnnnnnnnnn
87GH,No longer needed\nFor my child \n......................
52UT, Not interesed thank you indont want to pay\nIuggcxdryunkjbvcx
63NY,My child didn’t respond well to this. I’m annoyed that I must write reason in here in order to cancel. 
60VV,Not worth the money for my kids. They didnt play it enough
39HZ,Its more than i can afford to pay each month i can not afford to continue it. Dont understand why i need to explain my decision using a minimun of 50 characters when one will do. Cost!
14HH,Was trying it out. I am trying out other educational apps before I make a decision. The pricing model is different and subscription is expensive. \n
41WI,Daughter doesnt play it . She plays the free Apps or ABC mouse
95UC,"I was charged and thought my free trial was still going, it would have been nice to get a warning. I dont like the app and want my $67 back/refunded"
64VL,"Child does not like, to expensive. We just don’t want it and would like to cancel "
52XK,Kids dont like the app and it isnt getting use anymore
27MY,"Costs to much money, thanks anyway, this is pissing me off."
29PN,It was too expensive to keep. We wish we could keep it
27RE,Not using it often enough so it is not worth the expense.\n
21ZR,"Dear Splash Math,\nPlease cancel our subscription. \nThank you. "
45RS,"Debra Splash Math,\nPlease cancel our subscription, Thank you. "
80UJ,\nWe enjoyed using the application however my daughter did not use the app enough and therefore we would like to cancel a subscription
48BA,No reason at this time. Will rejoin may be at later date 
48CV,My son started school and does not have the time to play on this app
47MU,He likes iMath better and thats what his school is also using 
53IP,His school is using iMath and he likes it better. So i am cancelling it
17JL,Doesnt use enoughjjjjjjjjjjjjiikjjjjjjjjjjjjjjjjjjjjjjjj
60ID,This application is too expensive and I do not wish to pay
11QV,My son do not like to play this game mmmmmmmmmmmmmmmmmmmmmmmmmm
97KW,My son do not like it\nHhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh
32OI,My little girl isnt a online learner. No fault of yours the site is great
31HR,My daughter finished the entire series through 5th grade
77IW,My kids didn’t like it. The game is too confusing for her and the instructions is not that clear
98EL,We are no longer using this app. We now use apps recommended by our school system.
32GO,My child no longer uses Splash Math.
16FX,It is expensive. I want to find an app that isnt aonwxpensive. 
40SQ,It is expenisve. I want to find an app that isnt so pricy. 
21FG,Nooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
73RV,Children not around consistently enough to pay for subscription
95HO,"Great tool, just not enough time in a day to get the best use of the app. "
34DU,Mi niña aun esta muy pequeña no entiende el juego pero el math splash es genial.. 
14DL,No me gusta porq iniña no entiende esta chiquita y no comprende el juego aun
28AQ,Not in uk units ....................................................\n
42FM,All in us units etc. Not helpful bbbbbbbbbbbbbbbbbb\n
34MW,My child no longer uses Splash Math.
37KY,Not using it
90WO,I can't afford any paid products right now.
74LR,My child hates the app.
10PE,Not using the app enough for it to be useful. Thank you. 
40FD,This app is Too expensive to keep paying for it \nPlease lower the price if the app 
15GN,Not practicing well...wasted last month subscription fee.
65QQ,Too expensive for what I need it to be used for. Can spend much less for hands on materials for my son
87IC,I have downoaded the wrong app ans hence want to cancel this subscription
88EV,I am downloaded this by mistake and now i donot want to to continue with this subscription
15HZ,I donot want to use this app more and i want to discontinue the this subscription
98SJ,Wrong app downloaded. Hence cancelling the subscription
83FG,It was ok - he is back in school now and not having time to practice 
30DR,I do not want this ap thankyou as there are no children here to help with their maths. 
90OO, No longer need this ap thankyou. My grandchildren have gone home so this will not be used. 
15SN,I want this gone as i do not have children here thankuou all the same and goodbye 
67HY,Donttttgtttt waaaaaasssnt ffffghhyfvbjug n jgh ghjnkonjjn jungj
60KT,"I thought my kids would use the program more, but they dont use it."
71KX,"I thought my kids would play more, but We dont use the program.  "
22CZ,My kids dont use thid app so i dont need it. Thank you
85LF,Too expensive to keep. Otherwise we would keep it. 
54ZJ,Just trying different apps to see what was appealing . Froze a lot.
39HA,I dont need it anymore. I found another website that fit for my kids.
23BO,I need you to cancel my subcreption i dont need this anymore
45DB,No longer need it. I did not order this i need my money back for this month thanks 
18KL,More challenging program needed for my daughter with math facts up to multiples of 12 
82IE,My Children do not want to engage. And the app is too expensive for them to use sometimes.
46FN,Please let us know the reason so that we can improve Splash Math (Minimum 50 characters).
46QD,My child no longer uses Splash Math.
23NM,App is difficult to use. Don't like it
58OX,Because we dont understand this app and the app I need is for a four hears old kid thanks
39KZ,Not hard enough. My child does not feel challenged with this application. We are going to try something else. 
63YY,The subscription price is too high.
17WR, My son did not like the app. So I felt like it was a waste of money.
24DF,Not using the application. Too many other free options 
60JL,There are too many free apps available. Waste of money
86HX,The subscription price is too high.
18VZ,Please cancel trial as We do not have time to use it. We have too much other homework and do not allow screen time during the school week. 
74ES,Cancel!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
93VK,We do not use it. Too busy with other work.  Reading writing and math homework. Also we do not allow screen time during school week.
75JK,Vvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvgggggggggggggggggggggggggggggggggggg
36GK,"  We never used this so please cancel asap,  I have emailed several times and it is still not cancelled.  Please confirm receipt of this message. "
20CE,You can make it so that it actually works for kids to use
39OG,"Just the wrong thing for us, but still a great app"
28HP,Too expensive too expensive too expensive and this fifty minimum character response is really quite annoying.\n\n
39EA,Abcdefghijklamdjdhfbsisjcd. Fhdhwiwbfjfhjshdifndjsjaad
81IY,My child doesnt use application enough for the price. 
94BW,"Hello, fabulous app purchased for mynephew Ivan unfortunately we now live far away from each other."
50VT,Hello refund request. i was not prompted to confirm my intention for purchase before debiti of my account. My nephew now lives far from me and you can confirm that i have not actively used the app since its download. I am unhappy with this lack of notification before debit ofmy account. Thanks for attending to refund. 
21BT,It is expensive. My daughter does not play this much. We are trying to help her retain a lot of things so we found another app thats free and helps us. If it was cheaper we would keep it. Otherwise the app serves its purpose. 
34VM,"Good program, just that the kids move away with their parent, will recommend to them."
85FP,"Kids moved, good program, will recommend to their parents."
21PC,This 50 words characters minimum is truly annoying.\n
88IS,i am looking for an app that includes additional subject. Thanks forvthe free trial
21ZK,Annual subscription is too expensive given that the topic is only for Math. the activity is enjoyed by my son but I am looking to buy the app that would also offer other subjects. Thanks for the free trial.\n
90BB,"My son is 4 and this game is too hard for him. Later, i will subscribe. Thanks"
45QE,No longer need the app will be using my school’s mathbook moving forward.
88TA,Please cancel it is not needed for us now.  Thank you\nThanks 
71XT,Please cancel now. And do not bill me.  Thanks \nPlease thanks 
62AC,Please cancel not needed now thanks good stuff with your program.  Thanks 
55BF,I am cancelling because i feel that the app is too much money. 
26RU,Dont have money to pay subscription after the expiry date 
72DD,lMy daughter does not need the subscription. She is working on other math apps through her school to improve her math skills.. Thank you very much.
71IK,She does not have time now that school has started
57OR,Cost is not in the budget right now. Thank you very much!
23NF,my son is going into second grade and he said it was too baby-ish                                                             
55VM,"No lo utilice mucho, pero lo poco que utilizamos, fue de mucha ayuda, tengo que organizar mi tiempo, para poder utilizarlo"
55QW,No longer needed my child has outgrown need for this 
64SS,Too expensive and was not exactly what i was looking for
