id,Tag,message
26PZ,Ignore,Jycnycjyvkyv viyf&kyvi ougigiyvif if jfkfifkugkygyiyv\n
29KG,Time,My niece bought this on my phone but i live 3 hours away and dont vidit often
72JP,Content,My son thinks it is boring. And its too expensive to pay every month
69YB,Short Term,Not needed anymore. Kids thought it was fun and helpful
99TI,No Engagement,My children are not paying the attention we were expecting
16DJ,Content,My son is simply not into your game. He says Graphics are for babies . On another note the pop ups and notifications are way to excessive. 10 to 12 a day
82ZQ,No Engagement,not interesting. And then you force me to put in enough characters just to make this experience  unpleasant. Every day I’m getting at least ten notifications. That’s a little annoying. And it seems impossible to get your app off my laptop\nPlease go away
31ZC,Budget Sensitive,I can’t afford to pay for this app. It is too expensive.
65OA,Short Term,"The app was great practice during the summer while school was out. Now that school has restarted, I am confident that his math skills have improved. Thanks!"
75MB,No Engagement,My daughter doesnt use this.\n\n\n...................................
56GA,Budget Sensitive,My son likes it but not for a $30 subscription. There are other ways to review and learn math facts. Thank you for the free trial.
83IP,Budget Sensitive,Not worth $30. My son likes it but there are other ways to learn and review math facts. Thank you for the free trial.\n
86OR,Short Term,"No longer needed. Purchased for summer practice, returning to school. \n"
30UA,Issues,Looking for some variety in questions. Very repetitive type of questioning. Lot if topics not covered.
16VC,Budget Sensitive,Too much money monthly; I would continue if was cheaper
59UP,Time,"Didn’t use didn’t have time ......""..........................\n"
22SJ,Ignore,I will subscribe again as my son is not ready for this season.
23UR,Ignore,Please let us know the reason so that you can manage subscription.
31IU,Short Term,Not utilized enough now that school has resumed. And its extremely annoying that I have to provide 50 characters to cancel my subscription - I recommend to get rid of this requirement.
97ZV,Short Term,No longer needed. My daughter us back in school and doing well. Thank you
30ZZ,Budget Sensitive,"the fee is very expensive, I can not make sure if this app can work when we move to another country."
36GI,Budget Sensitive,"the fee is very expensive, I can not make sure if this app can work when we move to another country."
33LQ,Short Term,We just dont use the app as much as i thought now that we are back to school!
45MN,Time,I only wanted trial. Still was charged. Can really use refund. With all the homework Just don’t have to use application or looks like it would be great. Can’t integrate it. Thank you
45BY,Issues,Do not like format. Cant select specific tasks like muliplication facts.
61PF,Issues,The voice for the audio instructions was not clear enough for my child to understand.
93TU,Budget Sensitive,The subscription is not worth the cost. I would probably keep it if it were reasonably priced.
46SD,Content,My daughter is not enjoying it. She’s getting frustrated with it. Subscription is too expensive. \nI don’t think it’s worth the money. \n\n
97ZH,Budget Sensitive,Great app. I purchased for tutoring so $10 a month is to much to spend.
52MC,Ignore,????? ????? ????? ????? ????? ????? ????? ????? ????? ????? ????? ????? ????? ????? ????? ?????
27XA,School Free App,We used splash math only for the summer time to get ready for the new school year. We have other math apps that the school provides now so we don’t need to play this one anymore. It was fun though thanks.
65EW,Time,I dont have enough time to have him work on application and i dont seecwhy j have to explain this.
86OM,Ignore,Flnnf kdkdie kdkd kdjdjud kdkdjhd kkddhhd kjdjdb dkdkdj fjjffj bfjfjf jjfjfj ufufjfh krkfjje uduudh jfjhehf kfjfjfjf
87ID,Short Term,I dont need it now...................;.......................................
86QN,Budget Sensitive,Too expensive for hs for thrblittle but we have used it
46MQ,Plan Issues,This app is so expensive for me. I want this app just one time buy. No need to pay every month.
82BA,Plan Issues,I want this app in one time buy. No need to pay every month.  We dont have money that much.
19KR,Budget Sensitive,no money to pay for the app. Great app too expensive
21JK,Time,School started; no extra time for Splash Math during the school year.\n
24QS,Budget Sensitive,I did not realize that it would charge me after the trial. I would like for the subscription to end after this session that was paid for.
11FE,Ignore,I need to stop the subscription — i can’t get to the page to stop this subscription
86ZJ,No Engagement,"My child is not using the app. Therefore, its not something i want to pay for."
85AS,School Free App,School uses a different app...but I think this one is better!
45GE,No Engagement,Child no longer uses xxxxxxxxxxxxxxxxxxxxxxxxxxxxx
96MX,No Engagement,Child no longer uses app to warrant money spent monthly\n
92HD,No Engagement,No longer interested nnnjnnjjjjnnnnnnnnnnnnnhyggfffgggbjyrefvhgfdvjkoitrexvhjohreschjkigfdvnjgrdxxgg
66RQ,Budget Sensitive,"Seems like a super app but at this time, we are going to cancel due to budget.  Thanks!"
87JN,Ignore,Please cancel as we have two accounts on splash math. Thank you
22VC,Budget Sensitive,Cancel my subcription this app should be free for kids. Its a great app but ti high
30KN,Ignore,Gfthruydjydjfhhhhhghhygyyhhhhhhhbhhhhhuuib i nvj fhi ccyjf ngkp
12DJ,Short Term,Not using it now that she is back in school. Not using it now that she is in school.
70WA,Ignore,Jdidusjdudjududdheb d d ded djdjeijdjdjdjdjjdhdjdndjdjdjjdjdjd
25FG,Issues,I dont want to micromanage his time with it. I needed to explain every step.
11FF,Budget Sensitive,I need to save money I had to many things come up lately that has cost us a lot to fix
72AJ,Budget Sensitive,Too expensive for right now will be working on math in real life
39WK,Ignore,This app is not working out for my daughter. Its not what we expected. I would like to cancel my subscription. Please.
44LH,Ignore,Chungrdchiml unhhkk hnffgb iihffd byncj myufdd nufhi
50IG,No Engagement,"I just want to cancel. My daughter she doesnt like much, please uns for me. Thanks"
81KO,Ignore,"My trail session is coming to over , so wanted to cancel the subscription"
35TZ,Ignore,Ggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggg\n
37OP,Ignore,Im just double checking tht this is really canceleld
60WA,Budget Sensitive,He doesnt use it enough to be worthwhile for the cost of the monthly subscription
34UL,Content,No adaptada para América Latina aunque esté en español
44FA,Competitor,Not needed ! Got something else instead guchvhugjgug
72IH,Ignore,"I never intentionally ordered a pay version of this software, had no idea I had it and would like to know how long I have been charged for it please\n"
44AU,Plan Issues,Because we were only signed up for a three month period
62WI,Budget Sensitive,It was just to expensive and she never wanted to play it
19ZL,No Engagement,"My kids are not interested in learning from this ap. Otherwise, as a parent, it seems to be a good learning tool."
91GS,Ignore,Sucksbbggvhjji bough bbbbbbbbbbbbbbbbbb nnnnnnnyyyy\n\n
38AW,Ignore,My free is Trial over. My free is Trial over. My free is Trial over.
18IG,Ignore,My free is Trial over. My free is Trial over. My free is Trial over. My free is Trial over.
31EP,Issues,Don’t auto renew $80 without checking with the parent!!!!!
81RI,Time,Not for my kids yet thry do not use it enough on my phone
56UU,Issues,App crashes all the freakin time and I do not like it
79OT,Budget Sensitive,this is way too expensive of an application to be paying each month
18WW,Ignore,JSHfksrjkrjcbzdkjcbdskjcbsrofjbrskcjbzkrcbrsljcbsjgbrjsr
39WL,Issues,Not compatable with non apple tablet. Cancellllllllllllllll
79TO,Budget Sensitive,We didn’t realize the app cost so much and we decided it was not needed\n
66HF,Ignore,She is doin better iiiiiiiiiiimmmmmmmmmmmdixjxnxuxj j h h n ixjnxj jxndidncnchchxhxujxkxkxjchjc
70JL,Issues,We aren’t happy with it. He doesn’t know how to read just yet and it doesn’t give the option for the question to be read to him.\n
86UV,Competitor,Dont use it have other apps that are free want to cancel this one
65RS,Ignore,Aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaabbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb
19NF,School Free App,School program free to us.  Hufugfeyitsthdjyfjkfjgdfhsteuyfkugljvjgxtudutrjygp
21ED,No Engagement,Did not use splash math. Need to cancel splash math.
46HV,Competitor,Found a better math practice. No longer need this one.\n
46YZ,Content,Too hard after the third level. Maybe try using more math than reading
21UD,Content,Not intrested found another app.... she wants to be challeneged more
79IL,Content,"Son does not use app, too difficult to use without suoervision"
75AL,Content,Was a bit too easy for my son. Thanks. It was overall great in learning.
17AC,School Free App,My sons school cancel the subscreption and they subscribe another programe
36JS,Alternates,I’m not using this app anymore… I thought a tutor for my daughter what’s the
95PZ,Budget Sensitive,Do not like the price.. too expensive........................
93TS,Content,Too repetitive and a bit simple plus subscription too high
11WY,Ignore,This was a trial and i no lknger need it. I will remember and  may fone back in the future
40OV,Ignore,Xxxxxxxxxxxxxxxxxxxxxxxx.     Vvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvv
55LA,Ignore,Only wanted to see what the app was all about really
50UZ,Competitor,"Cheaper to access other, similar programs.  It is not necessary to request 50 characters. \n\n"
84IO,Plan Issues,Wasnt offered a free month trial only a few days. Do not want to start payimg that soon
56WS,No Engagement,I am cancelling my subscription because we weren’t using it.
69FB,Issues,Too complicated. Was looking for simple times table practice.
75AM,No Need,"I don’t need it anymore, my children are older than the phase.\n"
79AH,Content,My third grader doesn’t like the hippo. He says the graphics are too babyish
53GJ,Budget Sensitive,Too expensive Too expensive Too expensive Too expensive Too expensive Too expensive Too expensive Too expensive Too expensive Too expensive Too expensive Too expensive Too expensive Too expensive Too expensive Too expensive Too expensive Too expensive Too expensive Too expensive
86IW,Ignore,Please read my email that i send to you regarding my refund for the yearly subscription. Please do not ignore me! I am desperate at this time!
42BH,Ignore,To old for child not put into correct subscrisption
16YD,Ignore,"Great app, no recommendations for change at this time."
64LL,No Engagement,We dont use it. We dont use it. We sont use it. We dont use it. We dont use it.
